ID,Language,Tipo,URL,"URL anterior",Sitio,Nombre,Email,Tel,Motivo,Moto,Comentario,Fichero,¿Enviado?,IP,Fecha
24679,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/app/,España,,decimo_segunda_prueba@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 11:23:59+00"
24678,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/motos-triumph/134-fury-bonneville-t100-tracker/?id_afiliado=T53c11b4&utm_source=Tamarit_Affiliator&utm_campaign=probando+contador+leads+11,España,,decimo_primera_prueba@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 11:08:21+00"
24677,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/1/,España,,decima_prueba@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 10:59:10+00"
24676,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/,España,,novena_prueba@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 10:55:27+00"
24675,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/moto-triumph/150-florida-bonneville-900-tracker/?id_afiliado=T53c11b4&utm_source=Tamarit_Affiliator&utm_campaign=probando+contador+leads+8,España,,octava_prueba@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 10:47:16+00"
24674,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/?prev_url=https%3A%2F%2Ftamaritmotorcycles.com%2Faccesorios-triumph%2F&contact_id=&site_id=1&mail=septima_prueba_ronin%40gmail.com,https://tamaritmotorcycles.com/contacto/,España,,septima_prueba@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 10:33:40+00"
24673,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/,España,,sexta_prueba@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 10:05:42+00"
24672,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/,España,,quinta_prueba@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 09:54:56+00"
24671,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/,España,,cuarta_prueba@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 09:34:14+00"
24670,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/moto-triumph/158-jam13-thruxton-1200rs-caferacer/?id_afiliado=T53c11b4&utm_source=Tamarit_Affiliator&utm_campaign=probando+leads+3,España,,walid@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 09:09:23+00"
24669,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/accesorios-triussmph/asiento-triumph-street-twin/?id_afiliado=T53c11b4&utm_source=Tamarit_Affiliator&utm_campaign=promocion+veranoaaaa,España,,walid@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-29 09:05:13+00"
24668,es_ES,"Simple - Formulario | 1% - Blanco",https://tamaritmotorcycles.com/1/,https://tamaritmotorcycles.com/contacto/,España,,walid@gmail.com,"() ",,,,,Sí,77.229.132.181,"2025-05-29 08:54:21+00"
24667,gb,"Simple - Formulario | Footer | Más de 30.000 personas - 1%",https://tamaritmotorcycles.com/en-us/1/,https://tamaritmotorcycles.com/en-us/,"United Kingdom",,ducati748bp@btinternet.com,"() ",,,,,Sí,86.153.191.31,"2025-05-28 23:01:34+00"
24666,us,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/en-us/triumph-bikes/budget/?hsCtaTracking=7256194d-380b-4bcb-a2bd-eceb6d0400ac%7C493ca9a2-0800-4f9c-b017-b764bcd17444,https://tamaritmotorcycles.com/,"United States","Allen Barteld",abarteld@gmail.com,"(+1) 2065529166","Moto signature",,"Hello.   I own a few modern Triumph motorcycles one of which has Tamarit accessories (2016 Thruxton 1200 R, photo attached).  I’d like to add a modern day Bonneville that’s inspired by the 1968 Triumph TR6R Trophy.   

I am excited to have Tamarit here in the US and look forward to speaking with you soon.  

Allen",,Sí,208.100.138.50,"2025-05-28 22:58:16+00"
24665,us,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/en-us/triumph-bikes/budget/?hsCtaTracking=7256194d-380b-4bcb-a2bd-eceb6d0400ac%7C493ca9a2-0800-4f9c-b017-b764bcd17444,https://tamaritmotorcycles.com/,"United States",,abarteld@gmail.com,"() ",,,,,No,208.100.138.50,"2025-05-28 22:46:07+00"
24664,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/?prev_url=&contact_id=&site_id=1&mail=smoncho92%40gmail.com#,https://tamaritmotorcycles.com/contacto/,España,"Sergio Monzón Alforja",smoncho92@gmail.com,"(+34) 691 83 53 72",Accesorios,"Street Twin (2016-2022)","Hola, la moto es la Triumph Street Cup del 2019, quería saber si me podríais ayudar, necesitaría:

- Porta matriculas corto (homologado)
- Intermitentes Led, he visto algunos rizoma pequeñitos que le irían bien pero no se si los tendréis.
- Puños en forma de rombos negro
- Tapas laterales, número 92
- Y no se si se podría instalar un semicarenado tipo la thruxton.
- Maneta de embrague y freno en negro
- Estriberas acompañante y piloto negras.

También le quiero poner las suspensiones holins, escapes y demás pero poco a poco xD. por si me podríais facilitar los links y los productos para ir comprándolos.

Muchas gracias de antemano.

Un saludo!",,Sí,88.10.33.184,"2025-05-28 19:40:23+00"
24663,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/contacto/,España,,smoncho92@gmail.com,"() ",,,,,No,88.10.33.184,"2025-05-28 19:29:10+00"
24662,es_ES,"Simple - Formulario | 1% - Blanco",https://tamaritmotorcycles.com/1/,https://tamaritmotorcycles.com/accesorios-triumph/quilla-moto-triumph/?model=58,España,,manu-ks23@hotmail.com,"() ",,,,,Sí,83.56.234.53,"2025-05-28 17:05:08+00"
24661,us,"Simple - Formulario | Footer | Más de 30.000 personas - 1%",https://tamaritmotorcycles.com/en-us/1/,https://tamaritmotorcycles.com/en-us/triumph-parts?page=6,"United States",,exclusiveyachts@sbcglobal.net,"() ",,,,,Sí,32.223.144.201,"2025-05-28 14:36:24+00"
24660,es_ES,"Completo - Formulario | Dudas accesorio",https://tamaritmotorcycles.com/accesorios-triumph/bolsa-lateral-soporte-unitgarage-u001-1020dx/?model=56#,https://tamaritmotorcycles.com/accesorios-triumph/speed-twin/1200/bolsas-maletas-equipaje/,España,,ansfie73@gmail.com,"() ",,,,,No,92.172.38.119,"2025-05-28 14:10:13+00"
24659,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/accesorios-triumph/asiento-triumph-street-twin/?id_afiliado=T53c11b4&utm_source=Tamarit_Affiliator&utm_campaign=promocion+invierno,España,,marcos@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-28 13:00:20+00"
24658,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/accesorios-triumph/asiento-silverstone/?model=57,España,Javier,j.galachegallardo@gmail.com,"(+34) 676550273",Accesorios,"Speed Twin 900 (2023-2025)","Buenas tardes!,

Me llamo Javier Galache Galallardo y os escribo desde Valladolid. Me gustaría hacer una transformación parcial de mi actual moto, una Triumph Speed Twin 900 de 2025. Es una moto fantástica en todos los sentidos pero siento la necesidad de hacerla única y a mi gusto. Os escribo principalmente para preguntar como trabajais, tiempos de ejecución y un presupuesto mínimo o aproximado para una modificación parcial. Consistiría básicamente en cambio de tapas laterales, repintado de tanque de combustible, cambio de intermitentes delanteros y traseros y supresión del guardabarros trasero, colocando un portamatrículas más estético y funcional. También estoy abierto a nuevas ideas y modificaciones.

No sé que os parece o si trabajais con estas modificaciones parciales.

Un saludo y muchísimas gracias de antemano.

Javier.",,Sí,83.58.136.166,"2025-05-28 12:49:21+00"
24657,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/accesorios-triumph/asiento-silverstone/?model=57,España,,j.galachegallardo@gmail.com,"() ",,,,,No,83.58.136.166,"2025-05-28 12:41:42+00"
24656,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/?id_afiliado=T53c11b4&utm_source=Tamarit_Affiliator&utm_campaign=probando+contador+leads+2,,España,,marcos@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-28 12:34:24+00"
24655,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/?id_afiliado=T53c11b4&utm_source=Tamarit_Affiliator&utm_campaign=probando+contador+leads+2,,España,,walid@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-28 12:31:16+00"
24654,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/?id_afiliado=T53c11b4&utm_source=Tamarit_Affiliator&utm_campaign=probando+contador+leads+2,,España,,walid@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-28 12:23:56+00"
24653,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/?prev_url=https%3A%2F%2Ftamaritmotorcycles.com%2Fcontacto%2F%3Fid_afiliado%3DT53c11b4%26utm_source%3DTamarit_Affiliator%26utm_campaign%3Dprobando%2Bcontador%2Bleads&contact_id=&site_id=1&mail=walid%40gmail.com,https://tamaritmotorcycles.com/contacto/?prev_url=&contact_id=&site_id=1&mail=walid%40gmail.com,España,,walid@gmail.com,"() ",,,,,No,77.229.132.181,"2025-05-28 11:32:48+00"
24652,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/?id_afiliado=T53c11b4&utm_source=Tamarit_Affiliator&utm_campaign=contando+visitas+3,,España,walido,walid@gmail.com,"(+34) 622609422",Accesorios,Genérico,"realizando pruebas para tamarit affiliator
un saludo, somos los becarios
ni caso a este email",,Sí,77.229.132.181,"2025-05-28 11:23:17+00"
24651,es_ES,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/motos-triumph/presupuesto/,https://tamaritmotorcycles.com/moto-triumph/155-martiushha-scrambler-1200xe-scrambler-style/,España,,carnererolinaresj@gmail.com,"() ",,,,,No,185.5.87.10,"2025-05-28 10:27:51+00"
24650,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/?utm_source=chatgpt.com,España,"Margarita Lopez",margarita.lopez@liberty-int.com,"(+34) +34654113598","Moto series",,"Buenos días, 

Mi nombre es Margarita y te contacto desde una empresa de eventos de Madrid. 
tengo un grupo de 40 personas, que estarán en Madrid en el mes de noviembre. vienen de Brasil y son trabajadores de concesionarios de motos / tienen establecimientos comerciales. 
quieren hacer actividades relacionadas  con este mundo y tambien visitar empresas  o fábricas cerca de Madrid 
vosotros me podeís ayudar con esta petición?

Gracias 
",,Sí,77.224.245.147,"2025-05-28 10:01:29+00"
24649,es_ES,"Simple - Formulario | Footer | Más de 30.000 personas - 1%",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/contacto/,España,,margarita.lopez@liberty-int.com,"() ",,,,,Sí,77.224.245.147,"2025-05-28 09:56:03+00"
24648,fr,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/fr-fr/motos-triumph/devis/,https://tamaritmotorcycles.com/fr-fr/motos-triumph/135-coffee-snob-bonneville-t120-brat-style/,France,mars,drissouille@yahoo.fr,"(+33) 0761737820","Moto signature",,"Bonjour, juste pour avoir une idée de prix ( fourchette basse et haute ) de vos modèles
Merci",,Sí,90.3.82.165,"2025-05-28 09:19:51+00"
24647,fr,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/fr-fr/motos-triumph/devis/,https://tamaritmotorcycles.com/fr-fr/motos-triumph/125-ongaku-scrambler-900-scrambler/,France,,drissouille@yahoo.fr,"() ",,,,,No,90.3.82.165,"2025-05-28 09:02:15+00"
24646,us,"Simple - Formulario | Footer | Más de 30.000 personas - 1%",https://tamaritmotorcycles.com/en-us/,https://www.google.com/,"United States",,slagle733@gmail.com,"() ",,,,,Sí,174.229.113.248,"2025-05-28 04:45:37+00"
24645,es_ES,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/motos-triumph/presupuesto/,https://tamaritmotorcycles.com/moto-triumph/158-jam13-thruxton-1200rs-caferacer/,España,"Roger ",rogerqueralt2@gmail.com,"(+34) 618683120","Moto signature",,"Quería saber el precio de la moto para hacerme una idea.",,Sí,79.152.106.145,"2025-05-27 21:27:04+00"
24644,gb,"Simple - Formulario | 1% - Blanco",https://tamaritmotorcycles.com/en-gb/1/,https://tamaritmotorcycles.com/en-gb/,"United Kingdom",,loosbert@hotmail.com,"() ",,,,,Sí,84.192.195.240,"2025-05-27 17:06:59+00"
24643,en,"Simple - Formulario | 1% - Blanco",https://tamaritmotorcycles.com/en-us/1/,https://tamaritmotorcycles.com/en-us/triumph-parts/,,,henysnora@gmail.com,"() ",,,,,Sí,200.110.205.131,"2025-05-27 16:18:35+00"
24642,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/descubre/tamarit-headquarters/,España,"Juan Carlos ",jcsaez74@gmail.com,"(+34) 653239496","Moto series",,"Buenos días. Me llamo Juan Carlos y tuve un accidente con un jabalí. Mi moto quedó dañada y no quiero repararla. Es una Triumph Speed Twin 1200 del 2019. Me preguntó si les interesaría comprarmela. Si es así no duden en contactar conmigo. Un saludo y gracias.",,Sí,89.36.82.198,"2025-05-27 08:11:37+00"
24641,es_ES,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/motos-triumph/145-limited-one-bobber-caferacer/,España,"Jean Monteiro",jean.arteusa@gmail.vom,"(+1) 3214007527",Accesorios,"Bobber (2017-2025)","Hola mi nombre es Jean, vivo en USA, me gustaría saber si venden el asiento para el modelo Bobber 145 Limited One? Tengo una Triumph Bobber TFC 2025, y su asiento quedaría genial en la mía y creo que sería más cómodo. Espero una respuesta, muchas gracias.",,Sí,159.250.102.42,"2025-05-27 04:45:57+00"
24640,us,"Simple - Formulario | Footer | Más de 30.000 personas - 1%",https://tamaritmotorcycles.com/en-us/1/,https://tamaritmotorcycles.com/en-us/,"United States",,tamarit@siah.addy.io,"() ",,,,,Sí,24.237.32.172,"2025-05-27 02:22:38+00"
24639,fr,"Completo - Formulario | Dudas accesorio",https://tamaritmotorcycles.com/fr-fr/triumph-pieces/sacoche-laterale-cuir-fendu-unitgarage-u002-1020sx/?model=34#,https://tamaritmotorcycles.com/fr-fr/triumph-pieces/thruxton/1200cc/bagagerie-moto/,France,Guerin,nicolas.grn@free.fr,"(+33) 675278533",Accesorios,"Thruxton 1200 R (2016-2020)","Bonjour 
J’ai un Thruxton RS de 2024 les sacoches s’adaptent elles et ne sont elles pas trop proches des pots d’échappement?",,Sí,88.166.43.186,"2025-05-26 19:33:56+00"
24638,us,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/en-us/work-with-us/,https://tamaritmotorcycles.com/en-us/builders/custom-motorcycle-builders-bay-area/,"United States","Eric Nyeste",e.nyeste@gmail.com,"(+1) 4157341138",Accesorios,"Thruxton 900 (2004-2016)","I'm reaching out because I am looking for a team to join. I was trained over 4 years at Desmoto Sport by Scott to work on primarily vintage Ducati and Triumph models as well as makes like MV Agusta, Mondial, and Moto Guzzi.

In the mean time, I have nearly earned a MA in philosophy. I also have an extensive background in restaurants: executive chef, restauranteur/pop-ups, front of house/Maitre d/fine dining. 

It is to say that I know your clientele very well. I want to create programming and events that deepen and add value to this community. I already have personal connections to adjacent industries including coffee, whiskey, and apparel. Nobody is producing high end community events like this. . .yet.

Ive seen prototypes of this work in the past with exotic cars. Let's focus the craft of building, the joy of riding, and the beauty of the machine into moments that people will never forget.

Thanks
EN",,Sí,162.120.149.102,"2025-05-26 15:24:56+00"
24637,es_ES,"Completo - Formulario | Dudas accesorio",https://tamaritmotorcycles.com/accesorios-triumph/guardabarros-trasero-thruxton-kit-eliminacion/?model=34,https://tamaritmotorcycles.com/accesorios-triumph/thruxton/1200cc/,España,Javier,javidiaz.ib@gmail.com,"(+34) 666110102",Accesorios,"Thruxton 1200 (2016-2020)","Hola compré este matriculero y necesito la documentación ya que estoy homologando el cambio. Compre también la luz de freno, posición y matricula",,Sí,88.18.75.172,"2025-05-26 12:24:15+00"
24636,en,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/en-us/contact/,https://tamaritmotorcycles.com/en-us/triumph-bikes/131-thunderbird-thruxton-900-cafe-racer/,,"Jesper Lindeblad",jesper.lindeblad@icloud.com,"(+46) 707919124",Accesorios,"Thruxton 900 (2004-2016)","Hi

Do you sell this belly pan?

https://tamaritmotorcycles.com/en-us/triumph-bikes/131-thunderbird-thruxton-900-cafe-racer/#

Regads/Jesper",,Sí,178.174.130.154,"2025-05-26 11:11:59+00"
24635,de,"Completo - Formulario | Dudas accesorio",https://tamaritmotorcycles.com/es-mx/accesorios-triumph/soporte-cuentakilometros-scrambler-efi/,,Alemania,"Marcel ",marcel_haselmann@web.de,"(+49) 1706337567",Accesorios,"Scrambler 900 (2006-2016)","Hallo,
ich wollte fragen, wie groß der Bohrabstand des Tachohalters ist. Ich würde gerne einen Motogadget Tiny montieren und möchte wissen, ob das passt.
Vielen Dank im Voraus!
",,Sí,80.187.68.254,"2025-05-26 07:09:40+00"
24634,us,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/en-us/triumph-bikes/budget/,https://tamaritmotorcycles.com/en-us/triumph-bikes/160-black-dragon-thruxton-900-cafe-racer/,"United States",,vizam@ymail.com,"() ",,,,,No,208.104.74.226,"2025-05-26 02:36:18+00"
24633,gb,"Simple - Formulario | 1% - Blanco",https://tamaritmotorcycles.com/en-gb/1/,https://tamaritmotorcycles.com/en-gb/cafe-racer/triumph/thruxton/,"United Kingdom",,jason.barwick@jbtech.uk,"() ",,,,,Sí,81.99.195.131,"2025-05-26 01:27:00+00"
24632,en,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/en-gb/triumph-bikes/budget/,https://tamaritmotorcycles.com/en-gb/triumph-bikes/145-limited-one-bobber-caferacer/,,,jefdesender@hotmail.com,"() ",,,,,No,94.109.151.39,"2025-05-25 23:26:16+00"
24631,en,"Simple - Formulario | Footer | Más de 30.000 personas - 1%",https://tamaritmotorcycles.com/en-us/triumph-bikes/155-martiushha-scrambler-1200xe-scrambler-style/,https://tamaritmotorcycles.com/en-us/triumph-bikes/,,,petter.gustavsen@outlook.com,"() ",,,,,Sí,172.226.118.41,"2025-05-25 21:17:19+00"
24630,it,"Simple - Formulario | Footer | Más de 30.000 personas - 1%",https://tamaritmotorcycles.com/it-it/moto-triumph/158-jam13-thruxton-1200rs-caferacer/,https://tamaritmotorcycles.com/it-it/cafe-racer/triumph/bonneville/,Italia,,palmas_diego@hotmail.com,"() ",,,,,Sí,151.34.18.124,"2025-05-25 20:52:09+00"
24629,es_ES,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/motos-triumph/presupuesto/?hsCtaTracking=d9bd5af3-8e3e-44df-b1c7-7693b7e05aa3%7C0f338900-4f71-4e67-804d-187c283604bf,https://tamaritmotorcycles.com/,España,"TAHA EL ANIZI EL MARDI",tahaelanizi19@gmail.com,"(34) 643858705","Moto signature",,,,Sí,90.167.6.40,"2025-05-25 13:49:27+00"
24628,gb,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/en-gb/contact/,https://tamaritmotorcycles.com/en-gb/,"United Kingdom","John Divers",ducati748bp@btinternet.com,"(+44) 07773375931",Accesorios,"Speed Twin 1200 (2019-2025)","Hello,

I am interested in purchasing a Suzuka Single Seat for my 2022 model Triumph Speed Twin. Is the seat a direct replacement for the OEM seat fitted or is there any need to swap any components over? I want to be able to quickly alternate between seats depending on my journey type. 

Thank you, John ",,Sí,86.153.191.31,"2025-05-25 11:55:47+00"
24627,gb,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/en-gb/triumph-bikes/budget/,https://tamaritmotorcycles.com/en-gb/triumph-bikes/109-helios-thruxton-900-cafe-racer/,"United Kingdom",,jbending93@gmail.com,"() ",,,,,No,51.241.174.38,"2025-05-25 10:57:37+00"
24626,us,"Completo - Formulario | Dudas accesorio",https://tamaritmotorcycles.com/en-us/triumph-parts/mugello-seat/,https://tamaritmotorcycles.com/en-us/triumph-parts/speed-twin/,"United States",Jamie,jamiecur@gmail.com,"(+64) 272004815",Accesorios,"Speed Twin 1200 (2019-2025)","Hi there. Do you ship to New Zealand? I’m keen on a seat upgrade. What is the best option to stop sliding forward and back when riding hard?",,Sí,131.203.249.130,"2025-05-25 10:22:45+00"
24625,gb,"Completo - Formulario | Dudas accesorio",https://tamaritmotorcycles.com/en-gb/triumph-parts/atlas-windscreen-windshield/,https://tamaritmotorcycles.com/en-gb/triumph-parts/scrambler/,"United Kingdom",,mark@ast.co.uk,"() ",,,,,No,149.86.74.6,"2025-05-25 06:45:57+00"
24624,us,"Completo - Formulario | Dudas accesorio",https://tamaritmotorcycles.com/en-us/triumph-parts/tiny-speedometer-m-tri-ecu/?model=38,https://tamaritmotorcycles.com/en-us/triumph-parts/scrambler/1200-xe/speedometer/,"United States","Nicolas Battyani",nicolasbattyani@gmail.com,"(+1) 7813548336",Accesorios,"Scrambler 1200 XE (2019-2025)","Hello,
Does this comes as a plug and play (plug to the already existing harness or is there some wiring to do?
I am wondering if those allow you to see the riding mode you select.

Thank you,

Best",,Sí,172.56.192.70,"2025-05-24 23:48:50+00"
24623,gb,"Simple - Formulario | 1% - Blanco",https://tamaritmotorcycles.com/en-gb/1/,https://tamaritmotorcycles.com/en-gb/triumph-parts/street-scrambler?page=2,"United Kingdom",,sam9malone@gmail.com,"() ",,,,,Sí,31.94.32.189,"2025-05-24 23:18:40+00"
24622,fr,"Simple - Formulario | Footer | Más de 30.000 personas - 1%",https://tamaritmotorcycles.com/fr-fr/app/,https://tamaritmotorcycles.com/app/,France,,staffy.cl@gmail.com,"() ",,,,,Sí,88.120.98.188,"2025-05-24 22:24:22+00"
24621,mx,"Simple - Formulario | Footer | Más de 30.000 personas - 1%",https://tamaritmotorcycles.com/es-mx/1/,https://tamaritmotorcycles.com/es-mx/motos-triumph/,México,,fjrosso2@gmail.com,"() ",,,,,Sí,189.239.59.128,"2025-05-24 21:48:35+00"
24620,us,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/en-us/dealers/,https://tamaritmotorcycles.com/en-us/triumph-parts?page=6,"United States",Jon,jjredu@gmail.com,"(+1) 9202461375",Accesorios,"Thruxton 1200 R (2016-2020)","I'm looking for camel colored tank pads- can I still get them?",,Sí,50.116.140.48,"2025-05-24 16:37:41+00"
24619,es_ES,"Simple - Formulario | 1% - Blanco",https://tamaritmotorcycles.com/1/,https://tamaritmotorcycles.com/,España,,tonipalmeret@gmail.com,"() ",,,,,Sí,37.158.137.127,"2025-05-24 13:19:52+00"
24618,it,"Completo - Contacto General - Contact - Formulario de contacto",https://tamaritmotorcycles.com/contacto/,https://tamaritmotorcycles.com/app/,Italia,"Diego Baruzzo",diego.b7127@gmail.com,"(+39) 3357292264",Accesorios,"Bonneville T100 (2015-2025)","Buongiorno, sarei interessato al Paracatena Carlota per la mia Bonneville, volevo sapere però se si poteva avere nella colorazione Matt Black come la mia moto e quanto costerebbe.
Grazie e cordiale saluti",,Sí,217.27.82.4,"2025-05-24 11:24:06+00"
24617,us,"Completo - Formulario | Signature",https://tamaritmotorcycles.com/en-us/triumph-bikes/budget/,https://tamaritmotorcycles.com/en-us/triumph-bikes/158-jam13-thruxton-1200rs-caferacer/,"United States",,hfggf@gmail.com,"() ",,,,,No,172.225.112.156,"2025-05-24 11:21:15+00"
